Name,ast_ra,ast_dec,dist_center_ra,dist_center_dec,dist_center_norm,visual_magnitude,ra_rate,dec_rate,streak_length
(2016 CO247),12:48:03.75,+32 2132.9,-1000.0,-2000.0,1889.0,16.6,-1628.0,-241.4,13.715000810142966
