Name,ast_ra,ast_dec,dist_center_ra,dist_center_dec,dist_center_norm,visual_magnitude,ra_rate,dec_rate,streak_length
(2021 CS3),07:49:32.37,+50 1739.6,-208.0,426.0,473.5,18.2,1948.0,-18.56,16.23407012701648
